<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
COMPX INTERNATIONAL INC      CL A             20563P101     1736   121400 SH       SOLE                  121400        0        0
COMSCORE INC                 COM              20564W105     1078    78200 SH       SOLE                       0        0    78200
COMSTOCK HLDG COS INC        CL A             205684103      327   281595 SH       SOLE                  281595        0        0
COMSTOCK RES INC             COM NEW          205768203     2708   179100 SH       SOLE                     200        0   178900
COMTECH TELECOMMUNICATIONS C COM NEW          205826209     6153   242450 SH       SOLE                  103591        0   138859
CON-WAY INC                  COM              205944101     1583    56900 SH       SOLE                    1496        0    55404
CONAGRA FOODS INC            COM              205887102    78334  2655400 SH       SOLE                  690108        0  1965292
CONCEPTUS INC                COM              206016107     4518   215121 SH       SOLE                   97865        0   117256
CONCHO RES INC               COM              20605P101    21461   266400 SH       SOLE                   86298        0   180102
CONCORD MED SVCS HLDGS LTD   SPONSORED ADR    206277105      543   131500 SH       SOLE                  131500        0        0
CONCUR TECHNOLOGIES INC      COM              206708109    16815   249040 SH       SOLE                   81308        0   167732
CONCURRENT COMPUTER CORP NEW COM PAR $.01     206710402     1758   306319 SH       SOLE                  306319        0        0
CONMED CORP                  COM              207410101      737    26381 SH       SOLE                       0        0    26381
CONNECTICUT WTR SVC INC      COM              207797101      661    22200 SH       SOLE                    4811        0    17389
CONSOLIDATED COMM HLDGS INC  COM              209034107     3636   228506 SH       SOLE                  228506        0        0
CONSOLIDATED EDISON INC      COM              209115104    73552  1324300 SH       SOLE                 1020579        0   303721
CONSOLIDATED GRAPHICS INC    COM              209341106     1673    47900 SH       SOLE                     485        0    47415
CONSOLIDATED WATER CO INC    ORD              G23773107     1019   137770 SH       SOLE                  118300        0    19470
CONSTANT CONTACT INC         COM              210313102     1214    85413 SH       SOLE                    9166        0    76247
CONSTELLATION BRANDS INC     CL A             21036P108    58910  1664600 SH       SOLE                  773694        0   890906
CONSUMER PORTFOLIO SVCS INC  COM              210502100      459    85600 SH       SOLE                   85600        0        0
CONTANGO OIL & GAS COMPANY   COM NEW          21075N204     4236   100000 SH       SOLE                   56400        0    43600
CONTINENTAL RESOURCES INC    COM              212015101    15697   213600 SH       SOLE                      67        0   213533
COOPER COS INC               COM NEW          216648402    36862   398598 SH       SOLE                  190244        0   208354
COOPER TIRE & RUBR CO        COM              216831107    31213  1230800 SH       SOLE                  528672        0   702128
COPA HOLDINGS SA             CL A             P31076105     1939    19500 SH       SOLE                       0        0    19500
COPART INC                   COM              217204106     6549   222000 SH       SOLE                  222000        0        0
CORE LABORATORIES N V        COM              N22717107    14265   130500 SH       SOLE                   34641        0    95859
CORE MARK HOLDING CO INC     COM              218681104     1501    31700 SH       SOLE                   31700        0        0
CORE MOLDING TECHNOLOGIES IN COM              218683100     1386   209300 SH       SOLE                  209300        0        0
CORELOGIC INC                COM              21871D103    25307   940086 SH       SOLE                  596167        0   343919
CORESITE RLTY CORP           COM              21870Q105     1057    38200 SH       SOLE                       0        0    38200
CORINTHIAN COLLEGES INC      COM              218868107      372   151900 SH       SOLE                   94190        0    57710
CORNERSTONE THERAPEUTICS INC COM              21924P103     1176   248729 SH       SOLE                  248729        0        0
CORRECTIONS CORP AMER NEW    COM NEW          22025Y407     7179   202400 SH       SOLE                   39794        0   162606
CORVEL CORP                  COM              221006109    22276   496893 SH       SOLE                  491850        0     5043
COSAN LTD                    SHS A            G25343107     4421   255400 SH       SOLE                   10806        0   244594
COSTAR GROUP INC             COM              22160N109    10567   118242 SH       SOLE                  118242        0        0
COSTCO WHSL CORP NEW         COM              22160K105   171949  1741613 SH       SOLE                  729817        0  1011796
COTT CORP QUE                COM              22163N106     6600   821900 SH       SOLE                  791291        0    30609
COUNTRY STYLE COOKING RESTAU SPONSORED ADR    22238M109      813   113600 SH       SOLE                   98600        0    15000
COURIER CORP                 COM              222660102      512    46500 SH       SOLE                   46500        0        0
COUSINS PPTYS INC            COM              222795106     2848   341119 SH       SOLE                  172556        0   168563
COVANTA HLDG CORP            COM              22282E102    21819  1184516 SH       SOLE                  687424        0   497092
COVENANT TRANSN GROUP INC    CL A             22284P105     1413   255600 SH       SOLE                  255600        0        0
COVENTRY HEALTH CARE INC     COM              222862104    11561   257877 SH       SOLE                   32488        0   225389
COVIDIEN PLC                 SHS              G2554F113    82170  1423100 SH       SOLE                  403557        0  1019543
COWEN GROUP INC NEW          CL A             223622101      461   188333 SH       SOLE                   93435        0    94898
CPFL ENERGIA S A             SPONSORED ADR    126153105     8304   396200 SH       SOLE                  159657        0   236543
CRACKER BARREL OLD CTRY STOR COM              22410J106    19113   297432 SH       SOLE                  206190        0    91242
CRAFT BREW ALLIANCE INC      COM              224122101      654   100900 SH       SOLE                  100900        0        0
CRAWFORD & CO                CL A             224633206      854   151500 SH       SOLE                  151500        0        0
CRAWFORD & CO                CL B             224633107     1415   177300 SH       SOLE                  177300        0        0
CRAY INC                     COM NEW          225223304     1730   108453 SH       SOLE                    5200        0   103253
CREDICORP LTD                COM              G2519Y108    75141   512700 SH       SOLE                  512700        0        0
CREDIT ACCEP CORP MICH       COM              225310101    37510   368900 SH       SOLE                  366200        0     2700
CREDIT SUISSE GROUP          SPONSORED ADR    225401108     5749   234100 SH       SOLE                     927        0   233173
CREE INC                     COM              225447101    22163   652242 SH       SOLE                  155180        0   497062
CRESTWOOD MIDSTREAM PRTNERS  COM UNITS REPSTG 226372100      502    23309 SH       SOLE                       0        0    23309
CRESUD S A C I F Y A         SPONSORED ADR    226406106     1702   204568 SH       SOLE                   96982        0   107586
CREXENDO INC                 COM              226552107      326   115200 SH       SOLE                  115200        0        0
CRH PLC                      ADR              12626K203     1930    94900 SH       SOLE                   10137        0    84763
CROCS INC                    COM              227046109      191    13300 SH       SOLE                   13300        0        0
CROSS A T CO                 CL A             227478104     2471   229200 SH       SOLE                  223400        0     5800
CROSS CTRY HEALTHCARE INC    COM              227483104      348    72483 SH       SOLE                    1824        0    70659
CROSS TIMBERS RTY TR         TR UNIT          22757R109      497    18470 SH       SOLE                       0        0    18470
CROSSTEX ENERGY INC          COM              22765Y104      717    50032 SH       SOLE                   10258        0    39774
CROWN CRAFTS INC             COM              228309100      218    43500 SH       SOLE                   43500        0        0
CROWN HOLDINGS INC           COM              228368106      405    11000 SH       SOLE                     300        0    10700
CRYOLIFE INC                 COM              228903100     1853   297500 SH       SOLE                  297500        0        0
CSG SYS INTL INC             COM              126349109    32485  1786822 SH       SOLE                 1713751        0    73071
CSP INC                      COM              126389105      230    36100 SH       SOLE                   36100        0        0
CSX CORP                     COM              126408103    72839  3691800 SH       SOLE                  708014        0  2983786
CTC MEDIA INC                COM              12642X106      194    24900 SH       SOLE                       0        0    24900
CTS CORP                     COM              126501105      603    56700 SH       SOLE                   56700        0        0
CUBIC CORP                   COM              229669106     6063   126400 SH       SOLE                   91011        0    35389
CUBIST PHARMACEUTICALS INC   COM              229678107     1875    44600 SH       SOLE                   44600        0        0
CULLEN FROST BANKERS INC     COM              229899109    13909   256300 SH       SOLE                   73454        0   182846
CULP INC                     COM              230215105     5770   384400 SH       SOLE                  372000        0    12400
CUMBERLAND PHARMACEUTICALS I COM              230770109     1100   261993 SH       SOLE                  249401        0    12592
CUMULUS MEDIA INC            CL A             231082108      185    69354 SH       SOLE                       0        0    69354
CURTISS WRIGHT CORP          COM              231561101     2584    78700 SH       SOLE                       4        0    78696
CUTERA INC                   COM              232109108     5207   578600 SH       SOLE                  564000        0    14600
CVB FINL CORP                COM              126600105      881    84694 SH       SOLE                    3018        0    81676
CVR ENERGY INC               COM              12662P108    32987   676100 SH       SOLE                  498760        0   177340
CVR PARTNERS LP              COM              126633106     1214    48100 SH       SOLE                       0        0    48100
CVS CAREMARK CORPORATION     COM              126650100    99021  2048005 SH       SOLE                   91050        0  1956955
CYANOTECH CORP               COM PAR $0.02    232437301      421    90900 SH       SOLE                   90900        0        0
CYBERONICS INC               COM              23251P102    96986  1846294 SH       SOLE                 1682998        0   163296
CYBEROPTICS CORP             COM              232517102     1963   264600 SH       SOLE                  264600        0        0
CYBEX INTL INC               COM              23252E106      560   224800 SH       SOLE                  215800        0     9000
CYNOSURE INC                 CL A             232577205     1312    54400 SH       SOLE                    1500        0    52900
CYPRESS SEMICONDUCTOR CORP   COM              232806109     2888   266400 SH       SOLE                  266400        0        0
CYTEC INDS INC               COM              232820100     3180    46200 SH       SOLE                     326        0    45874
CYTOKINETICS INC             COM              23282W100      296   448787 SH       SOLE                  250268        0   198519
CYTORI THERAPEUTICS INC      COM              23283K105      123    43817 SH       SOLE                       0        0    43817
D R HORTON INC               COM              23331A109    31566  1595838 SH       SOLE                  140224        0  1455614
DAKTRONICS INC               COM              234264109     3332   300748 SH       SOLE                  284200        0    16548
DANA HLDG CORP               COM              235825205     4964   318000 SH       SOLE                     400        0   317600
DANAOS CORPORATION           SHS              Y1968P105      112    40900 SH       SOLE                   40900        0        0
DARDEN RESTAURANTS INC       COM              237194105    26231   582000 SH       SOLE                  132308        0   449692
DATA I O CORP                COM              237690102      364   220600 SH       SOLE                  220600        0        0
DATAWATCH CORP               COM NEW          237917208     3817   276400 SH       SOLE                  267800        0     8600
DAWSON GEOPHYSICAL CO        COM              239359102     1001    37958 SH       SOLE                    4459        0    33499
DAXOR CORP                   COM              239467103      365    48000 SH       SOLE                   48000        0        0
DAYSTAR TECHNOLOGIES INC     COM PAR $0.01    23962Q407       19    12563 SH       SOLE                   12563        0        0
DCT INDUSTRIAL TRUST INC     COM              233153105     2634   405800 SH       SOLE                       0        0   405800
DDR CORP                     COM              23317H102    16211  1035211 SH       SOLE                  147486        0   887725
DEALERTRACK TECHNOLOGIES INC COM              242309102     1281    44600 SH       SOLE                    8515        0    36085
DEAN FOODS CO NEW            COM              242370104    33008  1999300 SH       SOLE                  361858        0  1637442
DEERE & CO                   COM              244199105    13144   152100 SH       SOLE                     700        0   151400
DELEK US HLDGS INC           COM              246647101    41011  1619700 SH       SOLE                 1386616        0   233084
DELIA'S INC NEW              COM              246911101      499   426800 SH       SOLE                  426800        0        0
DELL INC                     COM              24702R101    20331  2005078 SH       SOLE                  199761        0  1805317
DELPHI AUTOMOTIVE PLC        SHS              G27823106    31820   831900 SH       SOLE                  249216        0   582684
DELUXE CORP                  COM              248019101     6490   201300 SH       SOLE                   45279        0   156021
DENDREON CORP                COM              24823Q107     2368   447600 SH       SOLE                    1875        0   445725
DENISON MINES CORP           COM              248356107      319   254900 SH       SOLE                   12500        0   242400
DESARROLLADORA HOMEX S A DE  SPONSORED ADR    25030W100      785    62900 SH       SOLE                     200        0    62700
DESCARTES SYS GROUP INC      COM              249906108     2304   247700 SH       SOLE                  235400        0    12300
DESTINATION MATERNITY CORP   COM              25065D100    18872   875000 SH       SOLE                  875000        0        0
DESWELL INDS INC             COM              250639101      597   248900 SH       SOLE                  248900        0        0
DEUTSCHE BANK AG             NAMEN AKT        D18190898     6612   149300 SH       SOLE                   50321        0    98979
DEVON ENERGY CORP NEW        COM              25179M103    28903   555400 SH       SOLE                   81639        0   473761
DEVRY INC DEL                COM              251893103     6137   258600 SH       SOLE                   47839        0   210761
DEX ONE CORP                 COM              25212W100     1742  1102500 SH       SOLE                 1102500        0        0
DEXCOM INC                   COM              252131107     1479   108843 SH       SOLE                       0        0   108843
DFC GLOBAL CORP              COM              23324T107     4932   266301 SH       SOLE                  112082        0   154219
DHT HOLDINGS INC             SHS NEW          Y2065G121      381    93429 SH       SOLE                   77014        0    16415
DIAGEO P L C                 SPON ADR NEW     25243Q205    25694   220400 SH       SOLE                   26540        0   193860
DIALOGIC INC                 COM NEW          25250T209       22    16040 SH       SOLE                   16040        0        0
DIAMOND HILL INVESTMENT GROU COM NEW          25264R207     2558    37700 SH       SOLE                   30400        0     7300
DIAMOND OFFSHORE DRILLING IN COM              25271C102   103843  1528000 SH       SOLE                 1528000        0        0
DIAMONDROCK HOSPITALITY CO   COM              252784301     7319   813184 SH       SOLE                  293496        0   519688
DIANA CONTAINERSHIPS INC     COM              Y2069P101     1546   256000 SH       SOLE                  256000        0        0
DIANA SHIPPING INC           COM              Y2066G104    11008  1507951 SH       SOLE                 1312427        0   195524
DIGIMARC CORP NEW            COM              25381B101     2072   100073 SH       SOLE                   93973        0     6100
DIGIRAD CORP                 COM              253827109     1574   767700 SH       SOLE                  767700        0        0
DIGITAL PWR CORP             COM              253862106       41    59300 SH       SOLE                   59300        0        0
DIGITAL RIV INC              COM              25388B104     8219   571566 SH       SOLE                  552846        0    18720
DIGITALGLOBE INC             COM NEW          25389M877     4282   175200 SH       SOLE                  175200        0        0
DILLARDS INC                 CL A             254067101    43435   518500 SH       SOLE                  227015        0   291485
DIME CMNTY BANCSHARES        COM              253922108      950    68375 SH       SOLE                   37900        0    30475
DIRECTV                      COM              25490A309   208695  4160592 SH       SOLE                 2969042        0  1191550
DISCOVER FINL SVCS           COM              254709108    76691  1989400 SH       SOLE                  765694        0  1223706
DISCOVERY COMMUNICATNS NEW   COM SER A        25470F104    12740   200700 SH       SOLE                  200700        0        0
DISCOVERY COMMUNICATNS NEW   COM SER C        25470F302     1100    18800 SH       SOLE                     518        0    18282
DISH NETWORK CORP            CL A             25470M109    91149  2504100 SH       SOLE                 2504100        0        0
DISNEY WALT CO               COM DISNEY       254687106    62178  1248807 SH       SOLE                     820        0  1247987
DLH HLDGS CORP               COM              23335Q100       17    24175 SH       SOLE                   24175        0        0
DOLAN CO                     COM              25659P402      115    29663 SH       SOLE                    2200        0    27463
DOLBY LABORATORIES INC       COM              25659T107    56091  1912400 SH       SOLE                 1671483        0   240917
DOLE FOOD CO INC NEW         COM              256603101     4313   376000 SH       SOLE                  129541        0   246459
DOLLAR GEN CORP NEW          COM              256677105    14171   321400 SH       SOLE                  321400        0        0
DOLLAR TREE INC              COM              256746108   111411  2746830 SH       SOLE                 1957761        0   789069
DOMINION RES BLACK WARRIOR T UNITS BEN INT    25746Q108      141    47800 SH       SOLE                       0        0    47800
DOMINION RES INC VA NEW      COM              25746U109     2196    42400 SH       SOLE                   42400        0        0
DOMINOS PIZZA INC            COM              25754A201    88968  2042900 SH       SOLE                 2042900        0        0
DOMTAR CORP                  COM NEW          257559203     1451    17371 SH       SOLE                     300        0    17071
DONALDSON INC                COM              257651109    23149   704900 SH       SOLE                  302046        0   402854
DORAL FINL CORP              COM NEW          25811P886      319   440566 SH       SOLE                  220035        0   220531
DORCHESTER MINERALS LP       COM UNIT         25820R105     1289    63387 SH       SOLE                       0        0    63387
DORMAN PRODUCTS INC          COM              258278100      930    26308 SH       SOLE                     200        0    26108
DOT HILL SYS CORP            COM              25848T109     1874  1999300 SH       SOLE                 1999300        0        0
DOUBLE EAGLE PETE CO         COM PAR $0.10    258570209      725   185900 SH       SOLE                  185900        0        0
DOUGLAS EMMETT INC           COM              25960P109     6463   277400 SH       SOLE                   71002        0   206398
DOVER DOWNS GAMING & ENTMT I COM              260095104      553   251500 SH       SOLE                  251500        0        0
DOVER MOTORSPORTS INC        COM              260174107      604   357500 SH       SOLE                  357500        0        0
DR REDDYS LABS LTD           ADR              256135203     1585    47600 SH       SOLE                   47600        0        0
DRAGONWAVE INC               COM              26144M103      256    78678 SH       SOLE                   52700        0    25978
DRDGOLD LIMITED              SPON ADR REPSTG  26152H301     3147   390470 SH       SOLE                  390470        0        0
DREW INDS INC                COM NEW          26168L205     1187    36800 SH       SOLE                   36800        0        0
DRYSHIPS INC                 SHS              Y2109Q101     2911  1819527 SH       SOLE                  900114        0   919413
DSP GROUP INC                COM              23332B106     2576   447200 SH       SOLE                  447200        0        0
DSW INC                      CL A             23334L102    28020   426548 SH       SOLE                  262876        0   163672
DTE ENERGY CO                COM              233331107     1910    31800 SH       SOLE                   31800        0        0
DTS INC                      COM              23335C101     4758   284918 SH       SOLE                  274651        0    10267
DUCOMMUN INC DEL             COM              264147109      799    49437 SH       SOLE                   11031        0    38406
DUFF & PHELPS CORP NEW       CL A             26433B107      413    26467 SH       SOLE                     309        0    26158
DUKE ENERGY CORP NEW         COM NEW          26441C204    18307   286950 SH       SOLE                  162800        0   124150
DUKE REALTY CORP             COM NEW          264411505    17260  1244400 SH       SOLE                  376103        0   868297
DXP ENTERPRISES INC NEW      COM NEW          233377407      775    15798 SH       SOLE                       0        0    15798
DYAX CORP                    COM              26746E103      326    93800 SH       SOLE                       0        0    93800
DYCOM INDS INC               COM              267475101     4568   230700 SH       SOLE                  105033        0   125667
DYNAMIC MATLS CORP           COM              267888105      379    27268 SH       SOLE                    3631        0    23637
DYNAVOX INC                  CL A             26817F104       77   208800 SH       SOLE                  208800        0        0
DYNEX CAP INC                COM NEW          26817Q506     3335   353287 SH       SOLE                      72        0   353215
E FUTURE INFORMATION TECH IN SHS              G29438101      150    37600 SH       SOLE                   37600        0        0
E HOUSE CHINA HLDGS LTD      ADR              26852W103     3677   896800 SH       SOLE                  896800        0        0
E TRADE FINANCIAL CORP       COM NEW          269246401    16827  1880140 SH       SOLE                  474605        0  1405535
EAGLE BANCORP INC MD         COM              268948106      566    28332 SH       SOLE                   15631        0    12701
EAGLE BULK SHIPPING INC      SHS NEW          Y2187A119      144    96166 SH       SOLE                   30000        0    66166
EAGLE ROCK ENERGY PARTNERS L UNIT             26985R104      279    32200 SH       SOLE                       0        0    32200
EARTHLINK INC                COM              270321102    44006  6812139 SH       SOLE                 6449764        0   362375
EAST WEST BANCORP INC        COM              27579R104     4571   212688 SH       SOLE                  166833        0    45855
EASTERN CO                   COM              276317104     1530    96700 SH       SOLE                   93100        0     3600
EASTERN INS HLDGS INC        COM              276534104      350    20500 SH       SOLE                   14600        0     5900
EASTMAN CHEM CO              COM              277432100    30421   447040 SH       SOLE                   19337        0   427703
EATON VANCE CORP             COM NON VTG      278265103     7103   223000 SH       SOLE                    9951        0   213049
EBAY INC                     COM              278642103    71486  1401740 SH       SOLE                       0        0  1401740
EBIX INC                     COM NEW          278715206     2155   133680 SH       SOLE                   12970        0   120710
ECHELON CORP                 COM              27874N105     1408   574500 SH       SOLE                  574500        0        0
ECHO GLOBAL LOGISTICS INC    COM              27875T101      791    44000 SH       SOLE                   44000        0        0
ECHOSTAR CORP                CL A             278768106    21507   628480 SH       SOLE                  564710        0    63770
ECOLAB INC                   COM              278865100    24153   335922 SH       SOLE                    8065        0   327857
ECOPETROL S A                SPONSORED ADS    279158109    33833   567000 SH       SOLE                  567000        0        0
ECOTALITY INC                COM NEW          27922Y202      132   303200 SH       SOLE                  303200        0        0
EDAC TECHNOLOGIES CORP       COM              279285100      491    39800 SH       SOLE                   34000        0     5800
EDGEN GROUP INC              CL A             28014Q107      448    63402 SH       SOLE                    3600        0    59802
EDGEWATER TECHNOLOGY INC     COM              280358102     1740   458000 SH       SOLE                  458000        0        0
EDUCATION MGMT CORP NEW      COM              28140M103     1422   324700 SH       SOLE                  207411        0   117289
EDWARDS LIFESCIENCES CORP    COM              28176E108     9874   109500 SH       SOLE                    1400        0   108100
EHEALTH INC                  COM              28238P109     3658   133100 SH       SOLE                  133100        0        0
EINSTEIN NOAH REST GROUP INC COM              28257U104     1952   159836 SH       SOLE                  139000        0    20836
EL PASO ELEC CO              COM NEW          283677854      814    25500 SH       SOLE                   25500        0        0
EL PASO PIPELINE PARTNERS L  COM UNIT LPI     283702108     1028    27800 SH       SOLE                       0        0    27800
ELAN PLC                     ADR              284131208    16122  1579000 SH       SOLE                  324054        0  1254946
ELBIT IMAGING LTD            ORD SHS          M37605108      175    97124 SH       SOLE                   97124        0        0
ELBIT SYS LTD                ORD              M3760D101     5327   133000 SH       SOLE                  133000        0        0
ELDORADO GOLD CORP NEW       COM              284902103     2614   202800 SH       SOLE                       0        0   202800
ELECTRO RENT CORP            COM              285218103     3671   238700 SH       SOLE                  238700        0        0
ELECTRO SCIENTIFIC INDS      COM              285229100     3494   351200 SH       SOLE                  351200        0        0
ELECTRO-SENSORS INC          COM              285233102      161    42800 SH       SOLE                   42800        0        0
ELECTRONICS FOR IMAGING INC  COM              286082102      937    49359 SH       SOLE                       0        0    49359
ELLIE MAE INC                COM              28849P100    18698   673800 SH       SOLE                  652400        0    21400
ELLINGTON FINANCIAL LLC      COM              288522303     2012    89572 SH       SOLE                       0        0    89572
ELONG INC                    SPONSORED ADR    290138205     5254   354300 SH       SOLE                  354300        0        0
ELTEK LTD                    ORD              M40184109       88    80400 SH       SOLE                   80400        0        0
EMBOTELLADORA ANDINA S A     SPON ADR A       29081P204     3320   110900 SH       SOLE                  110900        0        0
EMBOTELLADORA ANDINA S A     SPON ADR B       29081P303    10911   287369 SH       SOLE                  285200        0     2169
EMBRAER S A                  SP ADR REP 4 COM 29082A107     5990   210100 SH       SOLE                    7807        0   202293
EMC INS GROUP INC            COM              268664109     2570   107620 SH       SOLE                  104700        0     2920
EMERGENT BIOSOLUTIONS INC    COM              29089Q105     8086   504111 SH       SOLE                  504111        0        0
EMERITUS CORP                COM              291005106     7300   295300 SH       SOLE                  295300        0        0
EMERSON ELEC CO              COM              291011104    33582   634100 SH       SOLE                      35        0   634065
EMERSON RADIO CORP           COM NEW          291087203     1184   684600 SH       SOLE                  684600        0        0
EMMIS COMMUNICATIONS CORP    CL A             291525103      676   343200 SH       SOLE                  343200        0        0
EMPIRE DIST ELEC CO          COM              291641108     5305   260300 SH       SOLE                  260300        0        0
EMPIRE RESORTS INC           COM NEW          292052206       33    15099 SH       SOLE                   15099        0        0
EMPRESA DIST Y COMERCIAL NOR SPON ADR         29244A102      141    72100 SH       SOLE                   72100        0        0
EMPRESA NACIONAL DE ELCTRCID SPONSORED ADR    29244T101     7580   155300 SH       SOLE                   66751        0    88549
EMPRESAS ICA S A DE CV       SPONS ADR NEW    292448206      562    55900 SH       SOLE                     700        0    55200
EMULEX CORP                  COM NEW          292475209     8943  1225100 SH       SOLE                  644907        0   580193
ENBRIDGE ENERGY MANAGEMENT L SHS UNITS LLI    29250X103     1920    66472 SH       SOLE                    9365        0    57107
ENBRIDGE INC                 COM              29250N105     9283   214300 SH       SOLE                  214300        0        0
ENCANA CORP                  COM              292505104    18648   943700 SH       SOLE                  154377        0   789323
ENCORE WIRE CORP             COM              292562105      335    11037 SH       SOLE                     100        0    10937
ENDEAVOUR SILVER CORP        COM              29258Y103    29665  3759799 SH       SOLE                 3239677        0   520122
ENDO HEALTH SOLUTIONS INC    COM              29264F205     9923   378293 SH       SOLE                   44538        0   333755
ENDOCYTE INC                 COM              29269A102     1683   187459 SH       SOLE                   22627        0   164832
ENERGIZER HLDGS INC          COM              29266R108    18451   230700 SH       SOLE                   17396        0   213304
ENERGY RECOVERY INC          COM              29270J100      484   142300 SH       SOLE                  142300        0        0
ENERGY TRANSFER EQUITY L P   COM UT LTD PTN   29273V100     7850   172613 SH       SOLE                       0        0   172613
ENERGY TRANSFER PRTNRS L P   UNIT LTD PARTN   29273R109    20689   481913 SH       SOLE                       0        0   481913
ENERGY XXI (BERMUDA) LTD     USD UNRS SHS     G10082140      717    22300 SH       SOLE                   22300        0        0
ENERGYSOLUTIONS INC          COM              292756202     1970   631400 SH       SOLE                   96962        0   534438
ENERNOC INC                  COM              292764107     9283   790052 SH       SOLE                  658520        0   131532
ENERSIS S A                  SPONSORED ADR    29274F104     3564   195626 SH       SOLE                   21077        0   174549
ENERSYS                      COM              29275Y102     2728    72500 SH       SOLE                      55        0    72445
ENGLOBAL CORP                COM              293306106       47    92600 SH       SOLE                   92600        0        0
ENSTAR GROUP LIMITED         SHS              G3075P101     1064     9500 SH       SOLE                     200        0     9300
ENTERPRISE PRODS PARTNERS L  COM              293792107    86199  1721223 SH       SOLE                       0        0  1721223
ENTERTAINMENT GAMING ASIA IN COM NEW          29383V206      625   325551 SH       SOLE                  325551        0        0
ENTRAVISION COMMUNICATIONS C CL A             29382R107      211   127000 SH       SOLE                  125100        0     1900
ENVESTNET INC                COM              29404K106     1239    88800 SH       SOLE                   88800        0        0
ENZO BIOCHEM INC             COM              294100102      556   206000 SH       SOLE                  206000        0        0
ENZON PHARMACEUTICALS INC    COM              293904108     4345   980984 SH       SOLE                  980984        0        0
EOG RES INC                  COM              26875P101    16923   140100 SH       SOLE                   21505        0   118595
EON COMMUNICATIONS CORP      COM NEW          268763208       55    78140 SH       SOLE                   78140        0        0
EPL OIL & GAS INC            COM              26883D108     3523   156232 SH       SOLE                   98800        0    57432
EPOCRATES INC                COM              29429D103      525    59500 SH       SOLE                   59500        0        0
EQT CORP                     COM              26884L109     2884    48900 SH       SOLE                    1402        0    47498
EQUINIX INC                  COM NEW          29444U502    36938   179138 SH       SOLE                       0        0   179138
EQUITY LIFESTYLE PPTYS INC   COM              29472R108     5074    75400 SH       SOLE                    8939        0    66461
ERBA DIAGNOSTICS             COM              29490B101       77    86600 SH       SOLE                   86600        0        0
ERIE INDTY CO                CL A             29530P102     4525    65371 SH       SOLE                   42016        0    23355
ESB FINL CORP                COM              26884F102      170    12260 SH       SOLE                   12260        0        0
ESCALADE INC                 COM              296056104      430    82500 SH       SOLE                   82500        0        0
ESCALON MED CORP             COM NEW          296074305      195   205500 SH       SOLE                  205500        0        0
ESCO TECHNOLOGIES INC        COM              296315104     2596    69400 SH       SOLE                   30654        0    38746
ESPEY MFG & ELECTRS CORP     COM              296650104     1792    71100 SH       SOLE                   71100        0        0
ESSA BANCORP INC             COM              29667D104     1123   103100 SH       SOLE                  103100        0        0
ESSEX PPTY TR INC            COM              297178105    15868   108200 SH       SOLE                   39399        0    68801
ESTERLINE TECHNOLOGIES CORP  COM              297425100    12760   200600 SH       SOLE                   87523        0   113077
ETABLISSEMENTS DELHAIZE FRER SPONSORED ADR    29759W101    12948   319300 SH       SOLE                  300091        0    19209
ETHAN ALLEN INTERIORS INC    COM              297602104     8060   313500 SH       SOLE                  103631        0   209869
EURO TECH HOLDINGS CO LTD    SHS NEW          G32030127      133    35973 SH       SOLE                   35973        0        0
EURONET WORLDWIDE INC        COM              298736109     1574    66700 SH       SOLE                   66700        0        0
EUROSEAS LTD                 COM NEW          Y23592200      782   859496 SH       SOLE                  859496        0        0
EVERBANK FINL CORP           COM              29977G102      404    27100 SH       SOLE                      50        0    27050
