Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,RETAIL PPTYS AMER INC,76131V202,4621,795290
09-30-2020,RETAIL PPTYS AMER INC,76131V202,139096,23940826
09-30-2020,RETAIL PPTYS AMER INC,76131V202,48143,8286191
09-30-2020,RETAIL PPTYS AMER INC,76131V202,149,25660
09-30-2020,RETAIL PPTYS AMER INC,76131V202,4392,756023
09-30-2020,RETAIL PPTYS AMER INC,76131V202,1546,266083
09-30-2020,RETAIL PPTYS AMER INC,76131V202,163,28050
09-30-2020,RETAIL PPTYS AMER INC,76131V202,863,148566
09-30-2020,RETAIL PPTYS AMER INC,76131V202,6976,1200766
09-30-2020,RETAIL PPTYS AMER INC,76131V202,43,7460
09-30-2020,RETAIL PPTYS AMER INC,76131V202,131,22507
09-30-2020,RETAIL VALUE INC,76133Q102,327,26025
09-30-2020,RETAIL VALUE INC,76133Q102,4,350
09-30-2020,RETAIL VALUE INC,76133Q102,906,72087
09-30-2020,RETAIL VALUE INC,76133Q102,1132,90046
09-30-2020,RETAIL VALUE INC,76133Q102,7313,581774
09-30-2020,RETAIL VALUE INC,76133Q102,7506,597136
09-30-2020,RETAIL VALUE INC,76133Q102,43,3416
09-30-2020,RETAIL VALUE INC,76133Q102,318,25307
09-30-2020,RETAIL VALUE INC,76133Q102,3,251
09-30-2020,RETAIL VALUE INC,76133Q102,0,21
09-30-2020,RETRACTABLE TECHNOLOGIES INC,76129W105,54,8077
09-30-2020,RETRACTABLE TECHNOLOGIES INC,76129W105,368,55265
09-30-2020,RETRACTABLE TECHNOLOGIES INC,76129W105,168,25230
09-30-2020,RETRACTABLE TECHNOLOGIES INC,76129W105,3037,455981
09-30-2020,RETRACTABLE TECHNOLOGIES INC,76129W105,2749,412801
09-30-2020,RETROPHIN INC,761299106,636,34429
09-30-2020,RETROPHIN INC,761299106,3,184
09-30-2020,RETROPHIN INC,761299106,14,776
09-30-2020,RETROPHIN INC,761299106,3818,206809
09-30-2020,RETROPHIN INC,761299106,12957,701876
09-30-2020,RETROPHIN INC,761299106,297,16100
09-30-2020,RETROPHIN INC,761299106,36756,1991140
09-30-2020,RETROPHIN INC,761299106,30166,1634125
09-30-2020,RETROPHIN INC,761299106,432,23399
09-30-2020,RETROPHIN INC,761299106,1714,92870
09-30-2020,RETROPHIN INC,761299106,87,4693
09-30-2020,RETROPHIN INC,761299106,544,29450
09-30-2020,RETROPHIN INC,761299106,25,1350
09-30-2020,RETROPHIN INC,761299106,50,2732
09-30-2020,RETROPHIN INC,761299AB2,718,850000
09-30-2020,REV GROUP INC,749527107,248,31382
09-30-2020,REV GROUP INC,749527107,3,392
09-30-2020,REV GROUP INC,749527107,891,112908
09-30-2020,REV GROUP INC,749527107,433,54875
09-30-2020,REV GROUP INC,749527107,6567,832373
09-30-2020,REV GROUP INC,749527107,6892,873449
09-30-2020,REV GROUP INC,749527107,100,12723
09-30-2020,REV GROUP INC,749527107,131,16624
09-30-2020,REV GROUP INC,749527107,45,5646
09-30-2020,REVANCE THERAPEUTICS INC,761330109,1135,45149
09-30-2020,REVANCE THERAPEUTICS INC,761330109,14,551
09-30-2020,REVANCE THERAPEUTICS INC,761330109,32,1275
09-30-2020,REVANCE THERAPEUTICS INC,761330109,5863,233199
09-30-2020,REVANCE THERAPEUTICS INC,761330109,3396,135070
09-30-2020,REVANCE THERAPEUTICS INC,761330109,67146,2670894
09-30-2020,REVANCE THERAPEUTICS INC,761330109,43707,1738530
09-30-2020,REVANCE THERAPEUTICS INC,761330109,18,716
09-30-2020,REVANCE THERAPEUTICS INC,761330109,22,892
09-30-2020,REVANCE THERAPEUTICS INC,761330109,91,3631
09-30-2020,REVANCE THERAPEUTICS INC,761330109,244,9701
09-30-2020,REVANCE THERAPEUTICS INC,761330109,840,33400
09-30-2020,REVANCE THERAPEUTICS INC,761330109,55,2196
09-30-2020,REVANCE THERAPEUTICS INC,761330109,150,5984
09-30-2020,REVLON INC,761525609,36,5618
09-30-2020,REVLON INC,761525609,0,42
09-30-2020,REVLON INC,761525609,161,25505
09-30-2020,REVLON INC,761525609,85,13478
09-30-2020,REVLON INC,761525609,1428,226022
09-30-2020,REVLON INC,761525609,1424,225242
09-30-2020,REVOLUTION MEDICINES INC,76155X100,724,20818
09-30-2020,REVOLUTION MEDICINES INC,76155X100,26,743
09-30-2020,REVOLUTION MEDICINES INC,76155X100,4985,143247
09-30-2020,REVOLUTION MEDICINES INC,76155X100,6928,199085
09-30-2020,REVOLUTION MEDICINES INC,76155X100,42271,1214696
09-30-2020,REVOLUTION MEDICINES INC,76155X100,33070,950290
09-30-2020,REVOLUTION MEDICINES INC,76155X100,31,905
09-30-2020,REVOLUTION MEDICINES INC,76155X100,169,4855
09-30-2020,REVOLUTION MEDICINES INC,76155X100,62,1771
09-30-2020,REVOLVE GROUP INC,76156B107,76,4634
09-30-2020,REVOLVE GROUP INC,76156B107,7,416
09-30-2020,REVOLVE GROUP INC,76156B107,376,22891
09-30-2020,REVOLVE GROUP INC,76156B107,3240,197193
09-30-2020,REVOLVE GROUP INC,76156B107,57,3482
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,399,6089
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,6,85
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,1828,27860
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,724,11040
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,39764,606066
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,11143,169835
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,66,999
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,60,907
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,597,9105
09-30-2020,REX AMERICAN RESOURCES CORP,761624105,56,852
09-30-2020,REXAHN PHARMACEUTICALS INC,761640309,2,1064
09-30-2020,REXAHN PHARMACEUTICALS INC,761640309,16,7766
09-30-2020,REXFORD INDL RLTY INC,76169C100,21990,480556
09-30-2020,REXFORD INDL RLTY INC,76169C100,15009,327990
09-30-2020,REXFORD INDL RLTY INC,76169C100,6951,151900
09-30-2020,REXFORD INDL RLTY INC,76169C100,32786,716478
09-30-2020,REXFORD INDL RLTY INC,76169C100,102291,2235371
09-30-2020,REXFORD INDL RLTY INC,76169C100,296210,6473127
09-30-2020,REXFORD INDL RLTY INC,76169C100,243564,5322644
09-30-2020,REXFORD INDL RLTY INC,76169C100,2389,52215
09-30-2020,REXFORD INDL RLTY INC,76169C100,19374,423385
09-30-2020,REXFORD INDL RLTY INC,76169C100,6159,134594
09-30-2020,REXFORD INDL RLTY INC,76169C100,2745,59985
09-30-2020,REXFORD INDL RLTY INC,76169C100,3393,74145
09-30-2020,REXFORD INDL RLTY INC,76169C100,10766,235266
09-30-2020,REXFORD INDL RLTY INC,76169C100,104,2266
09-30-2020,REXFORD INDL RLTY INC,76169C100,3354,73293
09-30-2020,REXFORD INDL RLTY INC,76169C100,158,3453
09-30-2020,REXFORD INDL RLTY INC,76169C100,540,11808
09-30-2020,REXNORD CORP,76169B102,4058,136002
09-30-2020,REXNORD CORP,76169B102,28,947
09-30-2020,REXNORD CORP,76169B102,2656,88997
09-30-2020,REXNORD CORP,76169B102,13256,444240
09-30-2020,REXNORD CORP,76169B102,6744,226016
09-30-2020,REXNORD CORP,76169B102,111757,3745217
09-30-2020,REXNORD CORP,76169B102,99818,3345117
09-30-2020,REXNORD CORP,76169B102,27,913
09-30-2020,REXNORD CORP,76169B102,1274,42709
09-30-2020,REXNORD CORP,76169B102,488,16353
09-30-2020,REXNORD CORP,76169B102,24609,824699
09-30-2020,REXNORD CORP,76169B102,93,3116
09-30-2020,REXNORD CORP,76169B102,135,4532
09-30-2020,REXNORD CORP,76169B102,390,13059
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,3314,108226
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,8,250
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,42,1383
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,636,20766
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,368,12015
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,16217,529632
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,40022,1307039
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,224,7312
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,176,5742
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,12,397
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,34,1118
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,30,987
09-30-2020,REYNOLDS CONSUMER PRODS INC,76171L106,12,402
09-30-2020,RF INDS LTD,749552105,11,2387
09-30-2020,RF INDS LTD,749552105,134,30152
09-30-2020,RF INDS LTD,749552105,595,134073
09-30-2020,RGC RES INC,74955L103,111,4731
09-30-2020,RGC RES INC,74955L103,5,214
09-30-2020,RGC RES INC,74955L103,658,28077
09-30-2020,RGC RES INC,74955L103,332,14148
09-30-2020,RGC RES INC,74955L103,5346,227989
09-30-2020,RGC RES INC,74955L103,2403,102473
09-30-2020,RH,74967X103,6166,16115
09-30-2020,RH,74967X103,35,91
09-30-2020,RH,74967X103,113,295
09-30-2020,RH,74967X103,35812,93597
09-30-2020,RH,74967X103,12160,31782
09-30-2020,RH,74967X103,392888,1026835
09-30-2020,RH,74967X103,193610,506012
09-30-2020,RH,74967X103,114,297
09-30-2020,RH,74967X103,64,167
09-30-2020,RH,74967X103,3973,10384
09-30-2020,RH,74967X103,806,2107
09-30-2020,RH,74967X103,2421,6328
09-30-2020,RH,74967X103,90,236
09-30-2020,RH,74967X103,156,408
09-30-2020,RH,74967X103,579,1513
09-30-2020,RH,74967XAA1,2373,1169000
09-30-2020,RHINEBECK BANCORP INC,762093102,6,979
09-30-2020,RHINEBECK BANCORP INC,762093102,97,15375
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,412,19028
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,8,366
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,12,546
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,2698,124509
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,1327,61221
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,33169,1530632
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,18872,870899
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,110,5068
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,96,4411
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,452,20838
09-30-2020,RHYTHM PHARMACEUTICALS INC,76243J105,40,1834
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,321,83047
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,1,264
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,4,1124
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,1035,267563
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,506,130642
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,10864,2807285
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,9139,2361532
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,43,11046
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,25,6558
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,37,9588
09-30-2020,RIBBON COMMUNICATIONS INC,762544104,19,4894
09-30-2020,RICEBRAN TECHNOLOGIES,762831204,3,7428
09-30-2020,RICEBRAN TECHNOLOGIES,762831204,32,75286
09-30-2020,RICEBRAN TECHNOLOGIES,762831204,23,53912
09-30-2020,RICHARDSON ELECTRS LTD,763165107,10,2334
09-30-2020,RICHARDSON ELECTRS LTD,763165107,163,39118
09-30-2020,RICHARDSON ELECTRS LTD,763165107,1303,312398
09-30-2020,RICHMOND MUT BANCORPORATION,76525P100,91,8584
09-30-2020,RICHMOND MUT BANCORPORATION,76525P100,490,46285
09-30-2020,RICHMOND MUT BANCORPORATION,76525P100,275,25954
09-30-2020,RICHMOND MUT BANCORPORATION,76525P100,4339,410068
09-30-2020,RICHMOND MUT BANCORPORATION,76525P100,1394,131712
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,390,162697
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,10,4101
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,1939,807856
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,3298,1373977
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,17598,7332490
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,16249,6770566
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,334,139075
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,1160,483465
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,84,34869
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,132,55025
09-30-2020,RIGEL PHARMACEUTICALS INC,766559603,73,30315
09-30-2020,RIGNET INC,766582100,33,7971
09-30-2020,RIGNET INC,766582100,897,218778
09-30-2020,RIMINI STR INC DEL,76674Q107,26,7975
09-30-2020,RIMINI STR INC DEL,76674Q107,242,75134
09-30-2020,RIMINI STR INC DEL,76674Q107,447,138854
09-30-2020,RIMINI STR INC DEL,76674Q107,2023,628191
09-30-2020,RIMINI STR INC DEL,76674Q107,1028,319177
09-30-2020,RIMINI STR INC DEL,76674Q107,31,9718
09-30-2020,RING ENERGY INC,76680V108,53,78495
09-30-2020,RING ENERGY INC,76680V108,798,1173686
09-30-2020,RINGCENTRAL INC,76680R206,63022,229497
09-30-2020,RINGCENTRAL INC,76680R206,9219,33571
09-30-2020,RINGCENTRAL INC,76680R206,1685,6137
09-30-2020,RINGCENTRAL INC,76680R206,63,230
09-30-2020,RINGCENTRAL INC,76680R206,1667,6070
09-30-2020,RINGCENTRAL INC,76680R206,153308,558276
09-30-2020,RINGCENTRAL INC,76680R206,207859,756926
09-30-2020,RINGCENTRAL INC,76680R206,446223,1624935
09-30-2020,RINGCENTRAL INC,76680R206,562730,2049198
09-30-2020,RINGCENTRAL INC,76680R206,15977,58181
09-30-2020,RINGCENTRAL INC,76680R206,69631,253564
09-30-2020,RINGCENTRAL INC,76680R206,99505,362352
09-30-2020,RINGCENTRAL INC,76680R206,3942,14356
09-30-2020,RINGCENTRAL INC,76680R206,5169,18823
09-30-2020,RINGCENTRAL INC,76680R206,37007,134762
09-30-2020,RINGCENTRAL INC,76680R206,8749,31860
09-30-2020,RINGCENTRAL INC,76680R206,96569,351658
09-30-2020,RINGCENTRAL INC,76680R206,13104,47719
09-30-2020,RINGCENTRAL INC,76680R206,469,1708
09-30-2020,RIO TINTO PLC,767204100,4233,70091
09-30-2020,RIO TINTO PLC,767204100,6,100
09-30-2020,RIOT BLOCKCHAIN INC,767292105,27,10105
09-30-2020,RIOT BLOCKCHAIN INC,767292105,301,111318
09-30-2020,RIOT BLOCKCHAIN INC,767292105,1763,652875
09-30-2020,RISE ED CAYMAN LTD,76761L102,0,3
09-30-2020,RITCHIE BROS AUCTIONEERS,767744105,413,6964
09-30-2020,RITE AID CORP,767754872,620,65327
09-30-2020,RITE AID CORP,767754872,2,252
09-30-2020,RITE AID CORP,767754872,75,7858
09-30-2020,RITE AID CORP,767754872,2063,217411
09-30-2020,RITE AID CORP,767754872,1002,105605
09-30-2020,RITE AID CORP,767754872,17639,1858649
09-30-2020,RITE AID CORP,767754872,14531,1531170
09-30-2020,RITE AID CORP,767754872,132,13889
09-30-2020,RITE AID CORP,767754872,70,7402
09-30-2020,RITE AID CORP,767754872,245,25767
09-30-2020,RITE AID CORP,767754872,221,23293
09-30-2020,RITE AID CORP,767754872,120,12605
09-30-2020,RITE AID CORP,767754872,49,5137
09-30-2020,RIVERVIEW BANCORP INC,769397100,304,73294
09-30-2020,RIVERVIEW BANCORP INC,769397100,380,91547
09-30-2020,RIVERVIEW BANCORP INC,769397100,1325,319277
09-30-2020,RIVERVIEW BANCORP INC,769397100,3477,837932
09-30-2020,RIVERVIEW BANCORP INC,769397100,4646,1119628
09-30-2020,RIVERVIEW BANCORP INC,769397100,476,114627
09-30-2020,RIVERVIEW BANCORP INC,769397100,734,176918
09-30-2020,RIVERVIEW FINL CORP NEW,76940Q105,14,2106
09-30-2020,RIVERVIEW FINL CORP NEW,76940Q105,174,25691
09-30-2020,RLI CORP,749607107,3781,45160
09-30-2020,RLI CORP,749607107,16,192
09-30-2020,RLI CORP,749607107,872,10409
09-30-2020,RLI CORP,749607107,20209,241361
09-30-2020,RLI CORP,749607107,10255,122481
09-30-2020,RLI CORP,749607107,217071,2592514
09-30-2020,RLI CORP,749607107,116267,1388589
09-30-2020,RLI CORP,749607107,401,4786
09-30-2020,RLI CORP,749607107,3173,37900
09-30-2020,RLI CORP,749607107,465,5559
09-30-2020,RLI CORP,749607107,1244,14856
09-30-2020,RLI CORP,749607107,72,857
09-30-2020,RLI CORP,749607107,364,4344
09-30-2020,RLJ LODGING TR,74965L101,1716,198175
09-30-2020,RLJ LODGING TR,74965L101,4875,562915
09-30-2020,RLJ LODGING TR,74965L101,1720,198620
09-30-2020,RLJ LODGING TR,74965L101,198,22860
09-30-2020,RLJ LODGING TR,74965L101,11260,1300232
09-30-2020,RLJ LODGING TR,74965L101,7125,822788
09-30-2020,RLJ LODGING TR,74965L101,50138,5789583
09-30-2020,RLJ LODGING TR,74965L101,58634,6770668
09-30-2020,RLJ LODGING TR,74965L101,712,82252
09-30-2020,RLJ LODGING TR,74965L101,4800,554221
09-30-2020,RLJ LODGING TR,74965L101,1564,180640
09-30-2020,RLJ LODGING TR,74965L101,1095,126488
09-30-2020,RLJ LODGING TR,74965L101,919,106160
09-30-2020,RLJ LODGING TR,74965L101,6538,754982
09-30-2020,RLJ LODGING TR,74965L101,1196,138145
09-30-2020,RLJ LODGING TR,74965L101,103,11859
09-30-2020,RLJ LODGING TR,74965L101,139,16080
09-30-2020,RLJ LODGING TR,74965L200,115,5003
09-30-2020,RLJ LODGING TR,74965L200,21904,955256
09-30-2020,RMG ACQUISITION CORP,749641106,18030,1686667
09-30-2020,RMG ACQUISITION CORP,749641114,1203,562222
09-30-2020,RMR GROUP INC,74967R106,637,23204
09-30-2020,RMR GROUP INC,74967R106,1,32
09-30-2020,RMR GROUP INC,74967R106,8,278
09-30-2020,RMR GROUP INC,74967R106,1799,65478
09-30-2020,RMR GROUP INC,74967R106,3720,135417
09-30-2020,RMR GROUP INC,74967R106,13877,505177
09-30-2020,RMR GROUP INC,74967R106,15178,552537
09-30-2020,RMR GROUP INC,74967R106,369,13419
09-30-2020,RMR GROUP INC,74967R106,16,588
09-30-2020,RMR GROUP INC,74967R106,1009,36723
09-30-2020,RMR GROUP INC,74967R106,82,2973
09-30-2020,RMR GROUP INC,74967R106,181,6591
09-30-2020,RMR GROUP INC,74967R106,1,51
09-30-2020,RMR GROUP INC,74967R106,40,1443
09-30-2020,RMR GROUP INC,74967R106,44,1597
09-30-2020,ROBERT HALF INTL INC,770323103,21805,411889
09-30-2020,ROBERT HALF INTL INC,770323103,3522,66531
09-30-2020,ROBERT HALF INTL INC,770323103,9241,174557
09-30-2020,ROBERT HALF INTL INC,770323103,1783,33673
09-30-2020,ROBERT HALF INTL INC,770323103,845,15968
09-30-2020,ROBERT HALF INTL INC,770323103,104800,1979607
09-30-2020,ROBERT HALF INTL INC,770323103,49668,938193
09-30-2020,ROBERT HALF INTL INC,770323103,191906,3624974
09-30-2020,ROBERT HALF INTL INC,770323103,178930,3379857
09-30-2020,ROBERT HALF INTL INC,770323103,5729,108224
09-30-2020,ROBERT HALF INTL INC,770323103,15224,287568
09-30-2020,ROBERT HALF INTL INC,770323103,46668,881523
09-30-2020,ROBERT HALF INTL INC,770323103,1146,21641
09-30-2020,ROBERT HALF INTL INC,770323103,10117,191095
09-30-2020,ROBERT HALF INTL INC,770323103,35176,664442
09-30-2020,ROBERT HALF INTL INC,770323103,1507,28463
09-30-2020,ROBERT HALF INTL INC,770323103,25882,488900
09-30-2020,ROBERT HALF INTL INC,770323103,6731,127136
09-30-2020,ROBERT HALF INTL INC,770323103,134,2534
09-30-2020,ROCKET COS INC,77311W101,3395,170331
09-30-2020,ROCKET COS INC,77311W101,34,1723
09-30-2020,ROCKET COS INC,77311W101,624,31332
09-30-2020,ROCKET COS INC,77311W101,12311,617733
09-30-2020,ROCKET COS INC,77311W101,40409,2027531
09-30-2020,ROCKET COS INC,77311W101,1815,91045
09-30-2020,ROCKET COS INC,77311W101,57,2849
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,472,20637
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,16,700
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,2863,125240
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,1412,61752
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,36142,1581012
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,23803,1041255
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,158,6901
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,107,4698
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,675,29529
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,7,295
09-30-2020,ROCKET PHARMACEUTICALS INC,77313F106,73,3176
09-30-2020,ROCKWELL AUTOMATION INC,773903109,72306,327653
09-30-2020,ROCKWELL AUTOMATION INC,773903109,12371,56058
09-30-2020,ROCKWELL AUTOMATION INC,773903109,28544,129347
09-30-2020,ROCKWELL AUTOMATION INC,773903109,307,1390
09-30-2020,ROCKWELL AUTOMATION INC,773903109,2931,13280
09-30-2020,ROCKWELL AUTOMATION INC,773903109,55373,250922
09-30-2020,ROCKWELL AUTOMATION INC,773903109,9691,43916
09-30-2020,ROCKWELL AUTOMATION INC,773903109,660082,2991127
09-30-2020,ROCKWELL AUTOMATION INC,773903109,616471,2793506
09-30-2020,ROCKWELL AUTOMATION INC,773903109,18630,84419
09-30-2020,ROCKWELL AUTOMATION INC,773903109,33736,152874
09-30-2020,ROCKWELL AUTOMATION INC,773903109,151822,687975
09-30-2020,ROCKWELL AUTOMATION INC,773903109,5079,23013
09-30-2020,ROCKWELL AUTOMATION INC,773903109,26,120
09-30-2020,ROCKWELL AUTOMATION INC,773903109,166933,756447
09-30-2020,ROCKWELL AUTOMATION INC,773903109,5729,25962
09-30-2020,ROCKWELL AUTOMATION INC,773903109,4294,19458
09-30-2020,ROCKWELL AUTOMATION INC,773903109,16619,75308
09-30-2020,ROCKWELL AUTOMATION INC,773903109,569,2578
09-30-2020,ROCKWELL MED INC,774374102,35,32884
09-30-2020,ROCKWELL MED INC,774374102,1,1027
09-30-2020,ROCKWELL MED INC,774374102,284,265620
09-30-2020,ROCKWELL MED INC,774374102,133,124059
09-30-2020,ROCKWELL MED INC,774374102,2524,2358433
09-30-2020,ROCKWELL MED INC,774374102,1863,1741124
09-30-2020,ROCKY BRANDS INC,774515100,179,7196
09-30-2020,ROCKY BRANDS INC,774515100,5,214
09-30-2020,ROCKY BRANDS INC,774515100,659,26522
09-30-2020,ROCKY BRANDS INC,774515100,324,13035
09-30-2020,ROCKY BRANDS INC,774515100,5616,226175
09-30-2020,ROCKY BRANDS INC,774515100,5545,223318
09-30-2020,ROCKY MTN CHOCOLATE FACTORY,77467X101,17,6362
09-30-2020,ROCKY MTN CHOCOLATE FACTORY,77467X101,30,11065
09-30-2020,ROGERS COMMUNICATIONS INC,775109200,21763,548887
09-30-2020,ROGERS CORP,775133101,1938,19763
09-30-2020,ROGERS CORP,775133101,8,81
09-30-2020,ROGERS CORP,775133101,33,341
09-30-2020,ROGERS CORP,775133101,8558,87272
09-30-2020,ROGERS CORP,775133101,5123,52248
09-30-2020,ROGERS CORP,775133101,192560,1963693
09-30-2020,ROGERS CORP,775133101,52425,534624
09-30-2020,ROGERS CORP,775133101,33,335
09-30-2020,ROGERS CORP,775133101,862,8792
09-30-2020,ROGERS CORP,775133101,287,2924
09-30-2020,ROGERS CORP,775133101,2862,29182
09-30-2020,ROGERS CORP,775133101,34468,351498
09-30-2020,ROGERS CORP,775133101,81,830
09-30-2020,ROGERS CORP,775133101,196,2003
09-30-2020,ROKU INC,77543R102,51397,272229
09-30-2020,ROKU INC,77543R102,8686,46006
09-30-2020,ROKU INC,77543R102,1533,8119
09-30-2020,ROKU INC,77543R102,858,4545
09-30-2020,ROKU INC,77543R102,1377,7292
09-30-2020,ROKU INC,77543R102,16084,85192
09-30-2020,ROKU INC,77543R102,88728,469959
09-30-2020,ROKU INC,77543R102,330617,1751148
09-30-2020,ROKU INC,77543R102,494427,2618788
09-30-2020,ROKU INC,77543R102,13380,70870
09-30-2020,ROKU INC,77543R102,1101,5831
09-30-2020,ROKU INC,77543R102,49710,263296
09-30-2020,ROKU INC,77543R102,3757,19897
09-30-2020,ROKU INC,77543R102,5573,29520
09-30-2020,ROKU INC,77543R102,38156,202099
09-30-2020,ROKU INC,77543R102,3481,18438
09-30-2020,ROKU INC,77543R102,69502,368123
09-30-2020,ROKU INC,77543R102,4410,23357
09-30-2020,ROKU INC,77543R102,367,1943
09-30-2020,ROLLINS INC,775711104,18659,344323
09-30-2020,ROLLINS INC,775711104,3747,69139
09-30-2020,ROLLINS INC,775711104,12189,224932
09-30-2020,ROLLINS INC,775711104,35,652
09-30-2020,ROLLINS INC,775711104,749,13816
09-30-2020,ROLLINS INC,775711104,16663,307492
09-30-2020,ROLLINS INC,775711104,2648,48859
09-30-2020,ROLLINS INC,775711104,211021,3894091
09-30-2020,ROLLINS INC,775711104,189894,3504227
09-30-2020,ROLLINS INC,775711104,5586,103090
09-30-2020,ROLLINS INC,775711104,9247,170645
09-30-2020,ROLLINS INC,775711104,33069,610240
09-30-2020,ROLLINS INC,775711104,1572,29013
09-30-2020,ROLLINS INC,775711104,1690,31190
09-30-2020,ROLLINS INC,775711104,43808,808411
09-30-2020,ROLLINS INC,775711104,1635,30165
09-30-2020,ROLLINS INC,775711104,443,8178
09-30-2020,ROLLINS INC,775711104,4329,79881
09-30-2020,ROLLINS INC,775711104,160,2959
09-30-2020,ROPER TECHNOLOGIES INC,776696106,133156,337010
09-30-2020,ROPER TECHNOLOGIES INC,776696106,21928,55498
09-30-2020,ROPER TECHNOLOGIES INC,776696106,43107,109102
09-30-2020,ROPER TECHNOLOGIES INC,776696106,2348,5943
09-30-2020,ROPER TECHNOLOGIES INC,776696106,4669,11817
09-30-2020,ROPER TECHNOLOGIES INC,776696106,189663,480026
09-30-2020,ROPER TECHNOLOGIES INC,776696106,88883,224958
09-30-2020,ROPER TECHNOLOGIES INC,776696106,773632,1958018
09-30-2020,ROPER TECHNOLOGIES INC,776696106,1023533,2590502
09-30-2020,ROPER TECHNOLOGIES INC,776696106,34804,88088
09-30-2020,ROPER TECHNOLOGIES INC,776696106,47003,118963
09-30-2020,ROPER TECHNOLOGIES INC,776696106,217512,550510
09-30-2020,ROPER TECHNOLOGIES INC,776696106,8198,20749
09-30-2020,ROPER TECHNOLOGIES INC,776696106,15041,38068
09-30-2020,ROPER TECHNOLOGIES INC,776696106,193920,490800
09-30-2020,ROPER TECHNOLOGIES INC,776696106,16182,40956
09-30-2020,ROPER TECHNOLOGIES INC,776696106,20325,51441
09-30-2020,ROPER TECHNOLOGIES INC,776696106,26470,66993
09-30-2020,ROPER TECHNOLOGIES INC,776696106,938,2374
09-30-2020,ROSETTA STONE INC,777780107,791,26397
09-30-2020,ROSETTA STONE INC,777780107,8,280
09-30-2020,ROSETTA STONE INC,777780107,12,398
09-30-2020,ROSETTA STONE INC,777780107,2713,90491
09-30-2020,ROSETTA STONE INC,777780107,1358,45302
